Amount,Close,Date,High,Low,MACD,Open,RSI,SMA_20,SMA_50,Symbol,Volume
0.12848420216331527,0.16613276998911722,2023-10-19,0.16800946474612047,0.16680688316782627,,0.16686452397077722,,,,BHARTIARTL.NS,0.34456644176147033
0.2795988222679253,0.33621151014659756,2023-10-19,0.3367727362161969,0.3311440634225901,,0.3395205587043909,,,,HDFCBANK.NS,0.42088447205553264
0.38578249427443884,0.5940055054093849,2023-10-19,0.597559199380601,0.5919519169230134,,0.5958354685612899,,,,HINDUNILVR.NS,0.3183057255116551
0.24842725733670404,0.307132705972729,2023-10-19,0.3090198723894651,0.3038147490554741,,0.3071586575231699,,,,INFY.NS,0.4019790037090477
0.05743741196893104,0.05599641508226106,2023-10-19,0.056517617357485825,0.05669219811301278,,0.05700092962889524,,,,ITC.NS,0.3525216807537832
0.12266497681392574,0.46783176493182255,2023-10-19,0.47150738347297927,0.466624171604352,,0.46927718134458846,,,,LT.NS,0.05427084031548138
0.4716664364834217,0.6186390115869663,2023-10-19,0.6200456372477623,0.6212038317814894,,0.6203148377527188,,,,RELIANCE.NS,0.39616267023211893
0.04196471168735471,0.08358747839446899,2023-10-19,0.08573465492261344,0.08368602514606603,,0.08349921586703989,,,,SBIN.NS,0.15858253150508522
0.7961526388011155,0.8391268164650151,2023-10-19,0.8452013175008369,0.8399338315750356,,0.8450996196504492,,,,TCS.NS,0.532197975631111
0.018233953090031983,0.05864925420907753,2023-10-19,0.060189550450112046,0.05927545058529636,,0.05986964594272353,,,,WIPRO.NS,0.060622618801698114
0.03947363513582948,0.16697266500224056,2023-10-20,0.16919000273414644,0.1685359332741499,,0.16928001400881212,,,,BHARTIARTL.NS,0.03435040446481174
0.33982599674289216,0.3379143460725946,2023-10-20,0.33996683250414594,0.3361428247001259,,0.33994030803935854,,,,HDFCBANK.NS,0.5336093658190878
0.3262413649621793,0.6082657960437873,2023-10-20,0.6081968176579864,0.611954704048558,,0.6111370056679036,,,,HINDUNILVR.NS,0.24175093915199256
0.2799491822602717,0.3016964342871775,2023-10-20,0.3038582127881394,0.3043128187129674,,0.3062032771349919,,,,INFY.NS,0.47701852511685255
0.019270178948748034,0.056820946162217535,2023-10-20,0.05736596933156509,0.05430249602576543,,0.05657860514463327,41.721913478505364,,,ITC.NS,0.07166901397501022
0.4302413019585494,0.46402407016196145,2023-10-20,0.46452125607197703,0.4587040898486694,,0.4654865615834078,44.129666885974565,,,LT.NS,0.49791015734478855
0.46067700643755977,0.6042199603098394,2023-10-20,0.6138720879424143,0.6038281685488367,,0.6113558933579175,42.96096704592745,,,RELIANCE.NS,0.3955685588467523
0.06518303251120011,0.08749759938544267,2023-10-20,0.08660344911293558,0.08671831451163367,,0.0871276012226809,40.74008376986568,,,SBIN.NS,0.27897103096160464
0.7402789900933253,0.8401049868766405,2023-10-20,0.8531380079571327,0.845613890207899,,0.8439820048567317,42.472650253660305,,,TCS.NS,0.4853057713733433
0.036406530093337545,0.0549875168043019,2023-10-20,0.056499730418273296,0.0556367033466152,,0.05570305438457795,39.47783967607099,1547.765,,WIPRO.NS,0.2020923382627462
0.19359298382988602,0.17252672684207157,2023-10-23,0.17163795812923058,0.16970755827156922,,0.17354961153872897,39.18804184793017,1549.0134999999998,,BHARTIARTL.NS,0.550168963082909
0.12979429365872472,0.33804493950451314,2023-10-23,0.3412291393571434,0.3407544852075892,,0.3403240052842063,37.85847202307109,1549.3715,,HDFCBANK.NS,0.13177996790204466
0.28158845108346997,0.603477370206773,2023-10-23,0.6087691997127869,0.6084527324153024,,0.6088270967509342,33.592260590628186,1551.221,,HINDUNILVR.NS,0.1941578742232095
0.2696516509440959,0.29895141156135974,2023-10-23,0.30343148152406946,0.30126762598839724,,0.3017508440051812,38.17330720519885,1549.6235000000001,,INFY.NS,0.4599720883936349
0.04300016858152328,0.06071570322002433,2023-10-23,0.05987780665240823,0.06023804116687657,,0.06034862371145968,41.75005804974039,1550.5450000000003,,ITC.NS,0.22974562964896733
0.20911852491412133,0.4526214710966007,2023-10-23,0.4555573442494768,0.44970786795218526,,0.4523481498839895,44.00598408234098,1547.575,,LT.NS,0.18718585233555546
0.2577934623157906,0.5856270405223737,2023-10-23,0.5913779842441619,0.5904628692941346,131.23747849203733,0.5960826828935407,42.624813194289125,1541.129,,RELIANCE.NS,0.1758514823451446
0.035663956255223554,0.09194545803725754,2023-10-23,0.09166545291007726,0.08959060222557137,-35.07202664491979,0.09227789981124156,40.79688933484766,1542.761,,SBIN.NS,0.10671152488545357
0.5601863623982547,0.8375648165930478,2023-10-23,0.8398658990614468,0.8439622602555897,-6.167184605300463,0.8441983173974511,42.5635095597703,1542.456,,TCS.NS,0.3378923248570219
0.04997815152966942,0.059163945970168365,2023-10-23,0.05919810296233266,0.05858641121456738,426.1047373248573,0.05912542779667652,39.48834883627568,1542.5565000000001,,WIPRO.NS,0.2846948571016432
0.146361609868395,0.1744933102874336,2023-10-24,0.17387127025376456,0.1721308090922229,-313.4133430924651,0.1737144210935629,39.26844286016517,1544.025,,BHARTIARTL.NS,0.3860447455897976
0.21753057963683842,0.3348646053389668,2023-10-24,0.33993616917978164,0.33774026054462497,-290.6439881610104,0.3386192564513928,37.82689585563666,1543.4295,,HDFCBANK.NS,0.30317724810794405
0.5138907577474316,0.6083502976762052,2023-10-24,0.6157144426813033,0.6093508062018704,195.40787286137424,0.6101919258769027,33.600462711001086,1543.446,,HINDUNILVR.NS,0.4517949885848821
0.1046736992132957,0.30916330580628637,2023-10-24,0.31219097118414096,0.30451411111340504,-98.16871967698944,0.31276990783540676,38.36107770253959,1544.904,,INFY.NS,0.10153647108289898
0.03567786533929644,0.05612444785865182,2023-10-24,0.05619054189759983,0.056408324214959636,54.25706789111268,0.05634426655885375,41.626912998904714,1544.768,,ITC.NS,0.1929555401637981
0.2850038539952993,0.4558043659176749,2023-10-24,0.4541366102205971,0.4535401655759027,-85.30630107553338,0.45222196756856975,44.05005232445885,1543.163,,LT.NS,0.2960438610210537
0.43215136697686496,0.5906638499455861,2023-10-24,0.6006689715265481,0.5955390507256849,128.68563425355228,0.6020467286590941,42.724265418876826,1540.516,,RELIANCE.NS,0.3740487129524775
0.08548576991135914,0.09148197938672302,2023-10-24,0.09207940778899545,0.08989770216982884,-47.93415420707879,0.09196888189592793,40.802442654137806,1541.2939999999999,,SBIN.NS,0.37637315578196334
0.5823570524471735,0.8362076691633059,2023-10-24,0.8425898243758096,0.8430022503458101,4.39435547448511,0.8461631563089871,42.561043620717705,1540.533,,TCS.NS,0.3570156035574559
0.06476296896313957,0.06023942129185071,2023-10-24,0.060641834484485645,0.05984577905320314,428.65087759522294,0.0604773811761737,39.5789476048728,1541.5584999999999,,WIPRO.NS,0.3840913773885153
0.12351346801384909,0.17242686127648682,2023-10-25,0.17199569691348088,0.1721024217024176,-305.9747371672968,0.17276934130256205,39.39448106021204,1541.539,,BHARTIARTL.NS,0.31386328277964165
0.3473891414047677,0.3095089943025415,2023-10-25,0.3142607455787319,0.3121864483762413,-287.6132308652918,0.3147089952539998,37.57570622909128,1535.967,,HDFCBANK.NS,0.6028791993986501
0.45024107372620215,0.6057640355931119,2023-10-25,0.6107520946883457,0.6107572723331338,185.9942333263691,0.6118065444844166,33.60490164109602,1536.4135,,HINDUNILVR.NS,0.3825809468596307
0.3090126575682224,0.32065296715959285,2023-10-25,0.3199615686334634,0.31909748745793504,-96.35936406551991,0.32107218916016655,38.43591401073406,1540.6509999999998,,INFY.NS,0.5034787593093674
0.07085289553085634,0.05569169707445106,2023-10-25,0.05586346643771386,0.05556960587980263,61.150438342380994,0.056140829764605604,41.60660102081986,1539.6699999999996,,ITC.NS,0.45243352439756884
0.2794190070687206,0.46910441072914666,2023-10-25,0.467408719116283,0.46508867188306463,-87.5570238406583,0.46471659194441794,44.20725904210402,1542.8884999999998,,LT.NS,0.276951026119342
0.7226443451044657,0.6055361372511363,2023-10-25,0.6142170503415127,0.6105275925428908,138.067387290763,0.6117859432900622,42.828139831529974,1546.7759999999998,,RELIANCE.NS,0.6890684681033266
0.08517445770710536,0.0975584149542283,2023-10-25,0.09936961315661037,0.09742810248363855,-34.92301791997579,0.09887543230318777,40.780583363358616,1547.8719999999998,,SBIN.NS,0.35285042151595225
0.563377731207869,0.8246258242109981,2023-10-25,0.8305493590087569,0.8259517517600182,7.526547051083526,0.8299628920986695,42.480555364421605,1545.3455,,TCS.NS,0.3476014141079177
0.04478945292045188,0.05898470008322131,2023-10-25,0.05921343462451482,0.05852447509135579,426.8408653190388,0.059048173317848104,39.539021730455225,1545.3105,1544.8876,WIPRO.NS,0.24857557646900802
0.0408630859651114,0.17611420523654056,2023-10-26,0.17599215018896275,0.17413857175299874,-297.33820744740683,0.17669386882704527,39.381750709938665,1545.627,1545.6672,BHARTIARTL.NS,0.03197996928704151
0.29716040518884157,0.31385698738877155,2023-10-26,0.31248738331966264,0.31253225839750604,-276.5603676596627,0.3116394172952177,37.61999603617364,1541.525,1543.9212000000002,HDFCBANK.NS,0.49139139527588027
0.32249536038091076,0.6101683631009539,2023-10-26,0.6081763754417435,0.6089946734934039,172.7327523591589,0.6118168450815937,33.654015813965245,1541.88,1545.1836,HINDUNILVR.NS,0.23647566906780695
0.34346752174709194,0.3156596888803534,2023-10-26,0.31703577643370207,0.31618132832338913,-94.14122948427371,0.31751848313405967,38.36848327108003,1543.1485000000002,1545.8496,INFY.NS,0.5823140867115171
0.05719656599066401,0.05906151974905577,2023-10-26,0.05915466325281656,0.05978126225819106,67.72214801309406,0.05964045765553259,41.66366048079055,1543.7220000000002,1546.0890000000002,ITC.NS,0.33633080623671924
0.17557338880786488,0.454805710261827,2023-10-26,0.45837581481396306,0.4412226190721969,-92.11436601006403,0.45347091497629577,44.31721161570616,1543.527,1545.0716,LT.NS,0.1366575087016347
0.17610864988159605,0.6111337302349402,2023-10-26,0.609139714882189,0.6108269504717468,145.80295897109636,0.6128803817401314,42.91246352653351,1547.5240000000001,1544.4854,RELIANCE.NS,0.07273088844804178
0.11691177575476423,0.10182190640804047,2023-10-26,0.10615131839518381,0.1005636187212255,-30.473702699090836,0.10238793594058615,40.71795318087723,1549.5430000000001,1545.9096,SBIN.NS,0.4977052823387945
0.3514334238541698,0.8372703412073491,2023-10-26,0.8348013399872747,0.8423674050828912,7.3473233889849325,0.8404514751742733,42.58119020405078,1549.7505,1545.7646,TCS.NS,0.16505138142329856
0.07825426799573341,0.05866973945330005,2023-10-26,0.05862827618456256,0.05937351611371472,424.1963712534264,0.05907907510937947,39.43448039794291,1549.4440000000002,1545.7662000000003,WIPRO.NS,0.48813299419202877
0.10029673108237948,0.18532232251456374,2023-10-27,0.18426613721326598,0.1854161075211099,-295.60151281896856,0.1856167611317266,39.3479229237127,1551.9620000000002,1547.1994,BHARTIARTL.NS,0.21470155865716453
0.13132760260615214,0.3152474233403751,2023-10-27,0.3138748987471477,0.3134793649482833,-273.7824559943615,0.31475019764270834,37.577523813290306,1553.0825,1545.4290000000003,HDFCBANK.NS,0.15175227580461456
0.12081353014505226,0.6049267012355164,2023-10-27,0.6072666968189356,0.6068940066478106,175.90135047067133,0.608466575849735,33.717563497350056,1552.919,1545.1682,HINDUNILVR.NS,0.012470067408842055
0.09239987510347374,0.303406952179758,2023-10-27,0.3093009528628046,0.30603670747569006,-95.16446257640132,0.30667452945584517,38.23320709986691,1549.5515,1545.3018000000002,INFY.NS,0.07962542890804628
0.09064157799398392,0.058042378848985346,2023-10-27,0.05877903752935375,0.05789221050023742,60.27109247366707,0.058154596512732824,41.61894938169207,1550.0104999999999,1545.3972,ITC.NS,0.580733622379563
0.19502102682964695,0.4596376672428142,2023-10-27,0.4713796196214613,0.46028604166236553,-90.97090874855462,0.46663250301936254,44.31530605201374,1548.1619999999998,1545.0546000000002,LT.NS,0.16226871369201354
0.2841819084945619,0.6227539850201652,2023-10-27,0.624098306617912,0.6260993661870058,153.30615117906973,0.6290445938603291,42.98603494247388,1551.5240000000001,1546.5022000000004,RELIANCE.NS,0.1875183822400547
0.10550342268417011,0.09923564432494719,2023-10-27,0.1005705933608792,0.09851456531164195,-25.852935375123252,0.10094585233578918,40.75569787285022,1551.8515000000002,1547.4190000000003,SBIN.NS,0.4508944793110869
0.6975736410839544,0.8447423340375136,2023-10-27,0.8422576383618631,0.8491339265437579,5.137821806321654,0.8479580353671005,42.54989335227075,1555.7795,1547.7812000000004,TCS.NS,0.4469830391456294
0.05301347820960817,0.05600153639331669,2023-10-27,0.05677314506052175,0.05669735945661374,431.1441866692969,0.056676460817815924,39.57549836223831,1555.1970000000001,1547.8604,WIPRO.NS,0.32014123832045877
0.2258138609807343,0.1879393124639908,2023-10-30,0.1943978106386404,0.18948324627867127,-303.3891847023076,0.18961596798574396,39.36252408962673,1557.506,1549.0641999999998,BHARTIARTL.NS,0.6061995333605891
0.21304654971693193,0.31506561679790024,2023-10-30,0.3152828563908756,0.30669477878481327,-277.2706518259072,0.3150051374228421,37.5182935808444,1557.7420000000002,1547.2694000000001,HDFCBANK.NS,0.3181546824587666
0.5305097088853924,0.6085064976634019,2023-10-30,0.6107929791208314,0.6135211718314513,173.58859705376267,0.615447805586529,33.65945653527284,1557.4175000000002,1547.6622,HINDUNILVR.NS,0.470258564539612
0.25932778089385544,0.30802893540746434,2023-10-30,0.3122574083869303,0.3106948200755621,-90.49237706269332,0.31235273364973337,38.26026334623605,1555.9275000000002,1548.3712000000003,INFY.NS,0.42323360964020523
0.04983570855529477,0.06063888355418987,2023-10-30,0.06169716389802401,0.060769659557776086,55.93176963318842,0.060655066477479036,41.55976692244685,1556.2355000000002,1548.3652,ITC.NS,0.2777881652541659
0.2022865578231069,0.4498098713270597,2023-10-30,0.44815470669252605,0.45146788612011474,-94.86241671028506,0.45024425291056247,44.19419511531938,1555.2600000000004,1548.1456,LT.NS,0.1789074909645288
0.44949275792821936,0.6237193521541515,2023-10-30,0.6308186852077569,0.6288529429981213,152.63756104746517,0.6338137703533362,43.04770840001133,1557.7175000000002,1551.1208,RELIANCE.NS,0.3678751548158627
0.09535961992257475,0.10275398502016517,2023-10-30,0.10212420179533764,0.09893779548692117,-22.20705434757997,0.10291326639661935,40.92286904199819,1557.8995,1551.9649999999997,SBIN.NS,0.38633716284962843
0.464483495955007,0.8616503424876768,2023-10-30,0.8615729774343486,0.8685302557961888,10.500645396636628,0.8663291504324964,42.62940046446906,1562.6599999999999,1553.8462,TCS.NS,0.24817314342151975
0.07230579348000461,0.058457205044491395,2023-10-30,0.057624052311631375,0.058627701963375106,436.8858087142212,0.058126269870495746,39.59562771986359,1562.6185,1553.7910000000002,WIPRO.NS,0.4469654000347817
0.07405963938712629,0.1815837654439537,2023-10-31,0.18399272257101754,0.18033992608955962,-297.3296814530031,0.18200897697043986,39.24999667193336,1561.8885,1554.3448,BHARTIARTL.NS,0.13549398068608826
0.4298176174287871,0.33105178925805007,2023-10-31,0.33326945140757436,0.3309685777401573,-274.7502749118257,0.33397111197521673,37.654215061686024,1564.9745,1554.0469999999998,HDFCBANK.NS,0.7211060584858039
0.21746488270984082,0.6054004225081622,2023-10-31,0.6086976519559368,0.6095650019613106,172.9062578247922,0.6101738998318428,33.5805066463428,1565.067,1553.8165999999997,HINDUNILVR.NS,0.1210666252735532
0.2295036861654681,0.302561935855579,2023-10-31,0.30304818996951555,0.3033192600697813,-96.09073032209608,0.3039757729954394,38.215841565912434,1564.9020000000003,1553.3009999999997,INFY.NS,0.3691548396428433
0.06473450965595558,0.062124063760322645,2023-10-31,0.061704829729115084,0.06268709870553503,58.01435882965575,0.06260445449324925,41.5523178807947,1565.699,1553.7695999999999,ITC.NS,0.37469730959135145
0.3332918056188359,0.44027399014147617,2023-10-31,0.4386669630788022,0.43864968928711523,-102.61031658092998,0.44147329441424366,44.099092311651674,1561.9180000000001,1552.5566000000001,LT.NS,0.3826616947892891
0.1873718516151009,0.6162115101465976,2023-10-31,0.6193557124495652,0.6155108697896238,140.7406994566809,0.6162924545550529,42.93516064527633,1560.6405,1554.5520000000004,RELIANCE.NS,0.08360337505440359
0.05045786819733636,0.10053389667754944,2023-10-31,0.10163358860550867,0.0993119928979912,-23.83282245856458,0.10175187406489893,40.85778852515809,1560.8940000000002,1555.2590000000002,SBIN.NS,0.16723562598656527
0.29610960076559534,0.8756289610140197,2023-10-31,0.8730793899020562,0.8782748725148131,18.811462409255,0.8762640764098298,42.711385516952696,1566.925,1558.3380000000002,TCS.NS,0.10865339499966485
0.10423670304192661,0.06254657192241214,2023-10-31,0.061704829729115084,0.061407085492495406,446.54288570814515,0.06199414411050481,39.7273424154811,1568.203,1558.5182000000004,WIPRO.NS,0.6438006299645114
0.11447154307768335,0.18344024070161966,2023-11-01,0.18703605751417543,0.18513223362305678,-299.61906040356257,0.18666484689449875,39.271995093862,1567.3245,1559.3784000000005,BHARTIARTL.NS,0.263128626878843
0.13119657598279344,0.3315255105306959,2023-11-01,0.33361441380667284,0.33108986931478,-285.3697865930317,0.33289469957020756,37.619448553488034,1570.5384999999999,1561.0980000000004,HDFCBANK.NS,0.1391179686747684
0.3318671340410511,0.6053261634978555,2023-11-01,0.6051381510526465,0.6103159774552512,182.2895421750236,0.6099781884854775,33.43653375700866,1569.9175000000002,1561.0638000000001,HINDUNILVR.NS,0.24977830250866048
0.15226482956865986,0.29524870366813905,2023-11-01,0.2953951352635896,0.2939772281520325,-105.98196996768002,0.2970666474388852,38.112742576402574,1567.422,1559.0796000000003,INFY.NS,0.21367339448486414
0.018486992398214965,0.05977082133026055,2023-11-01,0.06104301297825204,0.06049610834692488,52.58539029124313,0.06062673983524195,41.595964366690346,1567.2525,1559.3982,ITC.NS,0.060305114806439505
0.47124890205580544,0.450595992574099,2023-11-01,0.4545352334373331,0.45240208931188963,-103.04616678335151,0.45360224759030404,44.04297547846225,1567.4060000000002,1557.9526,LT.NS,0.5756219387159799
0.3526473842920604,0.6197298508418155,2023-11-01,0.6219033236488335,0.6134102029440304,136.75704914723974,0.6230393457060673,43.00192975894766,1566.627,1559.0612000000003,RELIANCE.NS,0.26432207605279034
0.03428473002564589,0.10069521797580182,2023-11-01,0.10085422911124908,0.10174040506224583,-28.397794737827326,0.10148405853829374,40.91637181625461,1566.225,1559.3062000000002,SBIN.NS,0.08519076437061628
